Id,SalePrice
1461,123452.14380459485
1462,172270.14987254454
1463,178981.07362455316
1464,197906.3988298409
1465,201624.7984561779
1466,170937.75247145648
1467,180642.24198991174
1468,162150.1525253298
1469,187740.43875664286
1470,119784.60333718042
1471,183560.96424983905
1472,99371.30363501527
1473,95487.41894539523
1474,145895.61243408168
1475,114788.09241098128
1476,361909.0823890692
1477,257837.49654405902
1478,289605.4992011887
1479,283570.5669312259
1480,527182.3529240912
1481,328416.16594354814
1482,204869.4534519353
1483,175020.023480727
1484,164784.69618675072
1485,182422.8790014687
1486,190873.3191221629
1487,336648.41141783976
1488,229474.8282382223
1489,195621.91605356502
1490,241893.80073231683
1491,195196.69911437377
1492,93619.56531008743
1493,159276.23345744028
1494,294402.0012083013
1495,285913.9446404588
1496,232507.2203163695
1497,182252.38250072737
1498,193231.05967081373
1499,160806.56834459474
1500,155060.74627053228
1501,181526.7279771155
1502,153039.34442962328
1503,287428.2016579541
1504,243257.39402633513
1505,228815.83721419823
1506,185828.53263182277
1507,262007.44338677026
1508,198631.88692875401
1509,156354.47967137565
1510,144248.4028554349
1511,173438.13495955663
1512,176339.85305823566
1513,139963.70614889797
1514,167780.4484367617
1515,196387.1187482751
1516,149036.34450284924
1517,162207.4978362716
1518,131070.00869300294
1519,214696.80213961023
1520,128288.9227678494
1521,133002.02663276077
1522,177699.8683314137
1523,113090.88542749516
1524,121890.84355881967
1525,122143.10398935867
1526,111396.57906243418
1527,109500.45946797497
1528,137458.72323498683
1529,157618.64196125232
1530,188363.96444314322
1531,111156.14916732327
1532,95247.8544456189
1533,148928.0674720642
1534,131570.7889945725
1535,140317.55755352837
1536,105653.40444762018
1537,62469.55900519649
1538,139533.79767505662
1539,196957.0671274127
1540,81836.45290711406
1541,131481.48353707418
1542,151063.6043265727
1543,184311.5478396052
1544,90490.27680219641
1545,116307.70320214886
1546,140210.0296556037
1547,136630.16717163523
1548,139128.0202058746
1549,126017.34557282539
1550,133166.57580980554
1551,108478.38452085607
1552,135657.18641153214
1553,133912.9622844199
1554,117099.3186755868
1555,163618.64250634954
1556,93134.18507653892
1557,109805.35841826115
1558,105696.00065107126
1559,54399.21677301603
1560,134237.29559914413
1561,119504.4755874808
1562,136136.4478991314
1563,121332.96105575084
1564,164184.40081569282
1565,142948.36192094657
1566,230175.28524988558
1567,81547.03151069187
1568,246972.37458446462
1569,132555.19655155297
1570,133247.1196123077
1571,118000.69738144525
1572,141683.78271903328
1573,214935.2096703646
1574,117188.67310449848
1575,216531.21571324536
1576,236896.16737002193
1577,177959.28645505774
1578,139862.14252562253
1579,141678.68650328886
1580,192043.64956547797
1581,153773.004421701
1582,126910.66540383002
1583,312333.06505457277
1584,224809.75805482877
1585,141719.4634258635
1586,79318.98234770946
1587,113373.84871645851
1588,147606.64619708195
1589,100136.48806288655
1590,133065.41496130804
1591,92986.47863237713
1592,115256.84405574284
1593,127119.08705189147
1594,125073.54883228648
1595,104377.72199974966
1596,228182.475246206
1597,198222.6468187283
1598,217785.7542845864
1599,159981.98635401292
1600,153737.51631159405
1601,74672.75743379601
1602,122427.50570611525
1603,60921.81884767731
1604,263090.84210145386
1605,236590.05240275175
1606,166086.40393834206
1607,184501.41554237358
1608,209965.68737600927
1609,184008.08433067444
1610,151973.1553754276
1611,130822.94532997774
1612,171818.95862565868
1613,165810.58333709865
1614,110656.42173428409
1615,86963.4713510801
1616,77776.783078704
1617,91550.69524668851
1618,141947.71008319152
1619,141379.45356793038
1620,165200.72245568247
1621,135406.4297488656
1622,142785.19274226043
1623,253854.1310858929
1624,210639.4866458207
1625,120111.1511242751
1626,168500.39326037274
1627,195510.31466010338
1628,264136.56897026754
1629,173290.7756250776
1630,388875.83449291694
1631,234541.7681093315
1632,248100.85243000285
1633,170366.8020143862
1634,185131.42913348766
1635,174323.5390287326
1636,154561.02017543383
1637,210093.35957602193
1638,184101.3578998476
1639,182468.2582934758
1640,245174.98473378085
1641,177211.4415591198
1642,242314.89261456838
1643,230234.14245616653
1644,230558.88144610828
1645,233286.74086327426
1646,158682.0273529574
1647,154122.52003818584
1648,126946.56401173623
1649,140033.56333973407
1650,113665.03778215854
1651,120719.75085249194
1652,99441.53749718246
1653,102350.01644147676
1654,146873.52382970747
1655,132627.54624366667
1656,140498.65828447533
1657,151204.03441093792
1658,149411.25494124077
1659,126319.42455250802
1660,151614.44165511933
1661,473058.5382751796
1662,410188.15331595234
1663,380425.2264463137
1664,675627.8134118452
1665,300793.8098290092
1666,307033.45894512755
1667,379279.9368526987
1668,333652.2472992318
1669,299066.92531644437
1670,343020.14585214376
1671,282152.6696812847
1672,461692.35871046927
1673,299431.5077617394
1674,248891.00014001876
1675,201620.09981855325
1676,195884.927957067
1677,218880.05722867907
1678,498591.2295138996
1679,390032.0289274291
1680,316183.4045899801
1681,234987.40674767602
1682,313618.87191984814
1683,194803.21758491642
1684,176994.41538767476
1685,173405.44011575988
1686,167962.62742214854
1687,167476.613433599
1688,186848.8130332332
1689,190488.71830112935
1690,195409.11143067162
1691,186030.49540921996
1692,246562.6336114927
1693,168564.2953973544
1694,181017.93913989546
1695,168085.4107338332
1696,283885.0817505343
1697,171565.29911294449
1698,355042.0532745253
1699,322328.3974249573
1700,259427.1962444645
1701,266064.3277456952
1702,243699.56855161788
1703,240723.298444423
1704,282150.5251882586
1705,228418.27633902454
1706,182414.04301961244
1707,208276.14734353067
1708,202967.7445688179
1709,263703.2364821972
1710,217691.21570193963
1711,266258.30495088786
1712,257828.82354597765
1713,275643.2976160132
1714,217912.4945477341
1715,206658.79225980534
1716,184813.09958295795
1717,173106.80737992984
1718,139260.64339327684
1719,201639.16666779286
1720,235695.50636697418
1721,151565.69890281864
1722,117734.5774804079
1723,146906.46172939023
1724,206930.48138246516
1725,238864.14653516226
1726,184949.96702712643
1727,154389.55054420716
1728,163449.17131631047
1729,166101.2489675671
1730,152540.8623390114
1731,119928.02680018873
1732,132343.26798354482
1733,113311.78589086593
1734,126861.57517321296
1735,119379.51996081755
1736,113723.28788075788
1737,317603.37904794357
1738,246784.80169375296
1739,262363.21785507817
1740,220733.82123911995
1741,194165.81245874267
1742,173733.66824849465
1743,180045.63517319024
1744,320044.85509861505
1745,220360.08510540167
1746,187937.85342437043
1747,220832.85833767976
1748,229266.8043871039
1749,141340.2174362138
1750,123285.58722967071
1751,248979.1450155523
1752,116628.57954449576
1753,147398.64242735758
1754,194642.7410209056
1755,163163.1967643054
1756,133258.53453715306
1757,122382.58807414526
1758,142023.33009808615
1759,155106.58915619986
1760,167022.79515239922
1761,145931.73838994777
1762,176583.97246773285
1763,174343.1846058755
1764,113052.68280655968
1765,137555.42814618742
1766,200793.84679674724
1767,236541.26381550403
1768,140015.49667104517
1769,163796.2441961294
1770,154820.70900925295
1771,118584.09029598052
1772,132924.54492529394
1773,119534.18547696774
1774,147322.89671800032
1775,144618.10882405218
1776,127307.25723294912
1777,114705.93574195227
1778,141915.04412205718
1779,134549.989986853
1780,165328.35181734106
1781,122764.79998106683
1782,93435.84148140407
1783,140740.29501745998
1784,108156.88527798548
1785,116625.99242155878
1786,147624.91264675825
1787,154783.06009739707
1788,69598.93790215797
1789,95382.82299436688
1790,81189.39809901544
1791,198242.87466652022
1792,161806.34876096927
1793,126824.60194752073
1794,154692.68630507335
1795,132685.11541031947
1796,127495.20063496244
1797,117606.07199603785
1798,121113.9758728035
1799,112002.79679699706
1800,133446.33583965467
1801,125413.13471350657
1802,135372.78394623808
1803,148714.7099160483
1804,141708.96882219045
1805,136389.95176032232
1806,130292.97268725991
1807,130059.82003355377
1808,118722.43324271885
1809,117774.9296175037
1810,129552.35269404876
1811,88824.47328721207
1812,93272.82899091947
1813,119149.69589707679
1814,104563.47140993127
1815,63001.71827390738
1816,105686.11946978168
1817,103994.40904355841
1818,138310.4288762287
1819,126908.11126576798
1820,50146.9866750384
1821,113090.20224388826
1822,146559.68771979792
1823,41556.21039278002
1824,124412.7914447391
1825,139258.12783165695
1826,111676.2056011155
1827,103366.92799165816
1828,135553.6276672371
1829,123088.77937970264
1830,140723.0141147496
1831,135034.3768642575
1832,80831.68199014616
1833,142302.27110938256
1834,118361.12251381665
1835,116852.8806066217
1836,127471.84781181648
1837,92411.26350823653
1838,125187.41664465671
1839,116480.82480038842
1840,132247.44223292582
1841,125525.30284414697
1842,93205.3684913899
1843,131568.82946581848
1844,135719.7721425652
1845,144372.15443488891
1846,158063.22085636033
1847,173521.05827615442
1848,60532.260483965634
1849,109931.63951496416
1850,115126.27287831092
1851,145348.4817064823
1852,125098.51714459356
1853,121190.56845190766
1854,160441.9056277406
1855,146619.34654698754
1856,224187.55379602103
1857,134303.80549057352
1858,137470.76727019917
1859,115224.03501832596
1860,153218.66364154013
1861,116043.97883336274
1862,328433.26612599165
1863,312237.8779156867
1864,312258.9457410775
1865,322332.91056984506
1866,298615.24892115954
1867,222199.33225083628
1868,285572.7087484303
1869,206147.80192720098
1870,222816.76939517522
1871,231835.7662774078
1872,172776.9789140104
1873,249829.13253917635
1874,150973.61874375626
1875,191551.83417951883
1876,200206.23718035166
1877,209545.47485124282
1878,194322.69746473216
1879,128385.58191501486
1880,133489.46060231156
1881,259001.95524245093
1882,237902.62961543066
1883,185395.6000430774
1884,203316.30299539363
1885,204843.89252024418
1886,265679.57939175994
1887,217905.38455920786
1888,277567.8037675362
1889,169008.75564206755
1890,104846.93215703097
1891,112908.85572400122
1892,99831.23070628147
1893,125649.27914707402
1894,121000.17258356878
1895,126634.76634920055
1896,123257.80779540898
1897,121730.6447546448
1898,113819.79880904306
1899,167018.44283449033
1900,159532.58815737264
1901,173499.09966484812
1902,160438.6021495462
1903,242009.79914037252
1904,134898.6889169176
1905,202790.28507713048
1906,138362.64639249863
1907,218319.43712711736
1908,111666.70172603673
1909,137051.76850727454
1910,122039.43495827724
1911,218982.27202285483
1912,323069.81167047116
1913,142534.94567337068
1914,50722.87090225718
1915,301320.7537034119
1916,68734.23139325781
1917,240072.46274626133
1918,142383.76433517944
1919,174662.72443361476
1920,152790.036257188
1921,372021.9505883596
1922,300559.468673707
1923,238131.94629684885
1924,226735.65725951214
1925,199759.70443413808
1926,365062.82257506775
1927,131196.68116980477
1928,153245.68683030191
1929,128070.5333681733
1930,129544.98807002921
1931,138486.569954537
1932,131405.40296453424
1933,174400.13181790724
1934,183074.0335659279
1935,170481.66671850224
1936,186793.52169558406
1937,175462.2933549298
1938,163360.91617420476
1939,246242.51799344746
1940,196947.6891889367
1941,166480.79790286237
1942,163749.94841351526
1943,211369.26991431622
1944,353521.6030253266
1945,378342.19734157494
1946,126584.6468683227
1947,127864.11608136166
1948,160050.2772576994
1949,232539.84860614248
1950,182842.1092961092
1951,241804.98395284556
1952,210015.4128564347
1953,169968.76732890276
1954,175206.23094846212
1955,134027.72051702059
1956,316373.7048389212
1957,145919.16817313104
