Id,SalePrice
1461,126208.4571147155
1462,154893.4747875291
1463,184237.8313174633
1464,195693.0046158492
1465,195061.2203282022
1466,177028.36361803272
1467,176644.63799698645
1468,171946.8358841826
1469,186928.47981293395
1470,120374.56574220605
1471,198423.52866570812
1472,89731.5187682736
1473,96993.71321243745
1474,154327.46865508094
1475,115498.16750897231
1476,368366.15258935315
1477,256725.14484385584
1478,295618.3953001502
1479,279930.1448765079
1480,562158.9525230409
1481,317256.483481597
1482,205247.94234769235
1483,176745.84070093988
1484,167493.0691168087
1485,178442.20181813653
1486,195095.34822871615
1487,315056.59316735
1488,235729.29477910988
1489,197153.34820196297
1490,233637.436815125
1491,187044.54908716862
1492,97516.91560564112
1493,170317.81287050367
1494,307054.2802803496
1495,287465.6741176803
1496,239901.34315465105
1497,184681.50871091717
1498,153101.00901586155
1499,161355.11908341973
1500,159134.39067577288
1501,175381.5851414487
1502,161563.98575981086
1503,286739.9433124209
1504,234549.38638874123
1505,228904.94367774905
1506,186359.21407242244
1507,262587.13882862986
1508,197375.05362511057
1509,164885.57847510674
1510,149080.3511383883
1511,144573.67581684954
1512,173162.37410242864
1513,136476.0160950596
1514,162799.23182602855
1515,186118.18361687116
1516,147347.78947242623
1517,161143.52145522335
1518,133221.6200617991
1519,219376.6974893942
1520,134645.05983299416
1521,136822.69940605736
1522,169404.9623494226
1523,111060.10482786577
1524,126352.23136017044
1525,122044.8987194712
1526,120713.24094778544
1527,106515.04303579479
1528,133220.7105249687
1529,147867.17852596877
1530,170666.15872414425
1531,123968.62822952236
1532,107414.46209929093
1533,153996.5247197622
1534,121988.09164846152
1535,152561.72926614404
1536,112513.81978771853
1537,72658.96921334116
1538,152339.74560661335
1539,188081.85973175842
1540,94273.6388323215
1541,135635.6545600517
1542,141372.6132765
1543,192845.0710559643
1544,81514.71818168968
1545,98489.72368095232
1546,126799.87851408956
1547,135371.98399982855
1548,129140.10961317763
1549,122700.6336161899
1550,136810.5057425761
1551,106488.87009247496
1552,139868.71511435637
1553,143559.59006564665
1554,117581.98051261819
1555,169671.19415815512
1556,70268.15994749859
1557,104109.10214375018
1558,89201.99927755193
1559,83186.79689264623
1560,135220.27404504473
1561,132215.33096002793
1562,130710.58129163044
1563,123843.39672229951
1564,165381.25927181498
1565,142480.63331405786
1566,235295.91460861737
1567,82393.12559704219
1568,241491.8588540388
1569,154619.89004931712
1570,139767.581582546
1571,125065.16737021349
1572,147150.09444719038
1573,235717.73042611085
1574,110726.90739719267
1575,221730.15913723066
1576,232107.10805615468
1577,184519.42840074975
1578,143914.67554020067
1579,141320.25541883984
1580,189918.90955924214
1581,143378.2418280639
1582,129598.43616496256
1583,327939.0107873358
1584,243695.00378800285
1585,142393.3707987772
1586,79661.68906185505
1587,100666.34232503861
1588,148507.2199213634
1589,99780.86322434354
1590,136876.75604439585
1591,97951.91264423725
1592,123684.11064252768
1593,122097.54416353366
1594,118279.84838834254
1595,113724.82304710148
1596,235448.03182406668
1597,201966.55801237214
1598,194248.44643742405
1599,164906.93857786525
1600,172749.79784270294
1601,69246.48406633623
1602,122602.72670546343
1603,67839.47533526989
1604,267524.91494119074
1605,239181.9153049038
1606,166166.58792334556
1607,172460.4998393715
1608,221388.4116289679
1609,184939.02995552472
1610,157762.61562745387
1611,143468.9584470271
1612,174711.44213632774
1613,172385.7437116647
1614,114802.13075680802
1615,87401.42725825713
1616,71402.59517439436
1617,88087.32444666799
1618,127684.53455485235
1619,141054.82381212673
1620,166701.4713504648
1621,142917.06614629723
1622,141393.93677058243
1623,265495.9016084253
1624,223341.57857366223
1625,115048.89092526947
1626,167528.11507748507
1627,187552.56865897914
1628,272749.4867583314
1629,169638.47902358908
1630,366196.8119045407
1631,213227.10804976642
1632,239953.00147630787
1633,169902.16385218073
1634,187858.93271512166
1635,176122.2717032103
1636,164276.77692050146
1637,199554.88089044616
1638,197023.76072375875
1639,188606.87371821975
1640,239752.5380178108
1641,180030.10273169455
1642,231797.99765831552
1643,228887.61404609718
1644,229540.50547404273
1645,206502.18819612637
1646,152896.18698561678
1647,158650.72508147804
1648,132420.32946914222
1649,137634.91205577028
1650,115939.82377741249
1651,121668.69555268082
1652,96303.40368770117
1653,95584.42742027716
1654,153672.57482171967
1655,144334.68474375567
1656,150381.74307514887
1657,153774.12684190055
1658,154112.20664875244
1659,124147.01911952534
1660,156683.31671143274
1661,485660.1060047232
1662,394542.44606218394
1663,399459.82751314226
1664,604599.2733122092
1665,316410.8022249811
1666,322388.27737124247
1667,378416.11439416517
1668,344796.4710566613
1669,320220.7251415001
1670,363707.17832990835
1671,277226.5188962813
1672,467979.60877435876
1673,305187.59406110307
1674,256713.85366718826
1675,193770.27242460471
1676,196951.58374557924
1677,212644.09181765502
1678,503456.3093103923
1679,419325.30221137713
1680,343089.2826494355
1681,241463.05505340238
1682,298339.5273232605
1683,184643.48337242374
1684,171647.36589487336
1685,173942.74642460895
1686,170890.184385015
1687,168453.95786372878
1688,189639.16793377127
1689,190138.57331519193
1690,189111.171134814
1691,176209.47150197413
1692,255924.1155817199
1693,169689.0592503783
1694,180907.05759146935
1695,166275.05693681331
1696,278915.339956704
1697,167901.85878244185
1698,338810.5650879457
1699,347042.2581853991
1700,256661.27307620965
1701,276334.6467824261
1702,250223.90981986155
1703,250505.0266687184
1704,295624.2180234026
1705,236576.91649295567
1706,361432.9295044892
1707,223164.56615970016
1708,217077.69325866346
1709,270346.8314706754
1710,208676.84808306536
1711,262742.9555632941
1712,250413.8865930563
1713,279997.4830260522
1714,222289.46783362146
1715,202895.16081131008
1716,177764.7459095742
1717,167501.23641857487
1718,137060.1065562426
1719,205260.50411622986
1720,236360.25844409724
1721,161246.44581266874
1722,124650.79553751659
1723,158116.57741558092
1724,206629.30161993922
1725,236623.67513728834
1726,196796.14267349656
1727,169371.6783218572
1728,175553.24188909642
1729,166413.98423005224
1730,157391.33730200503
1731,121247.6571989898
1732,133904.93671101448
1733,120725.52810284185
1734,124363.38496968732
1735,136517.58531542472
1736,119249.49569918857
1737,303595.74724650464
1738,216107.52196880127
1739,281802.40096792224
1740,224277.81915241035
1741,194997.92850797545
1742,171863.84822840802
1743,170978.73657215707
1744,303600.6567693561
1745,219380.32709259517
1746,196466.59993795707
1747,208046.53832674553
1748,231686.96401473694
1749,155168.77876196566
1750,133013.22391325323
1751,251565.98993273708
1752,122223.29326630026
1753,144804.56773833907
1754,188120.42736992115
1755,172600.14920063375
1756,128220.18886626819
1757,122815.42974611619
1758,145351.39014728958
1759,161574.10281123087
1760,165637.80104609023
1761,148103.16214398257
1762,175610.06304971405
